NAME                                     | CODE       | LONGS (Sample)
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 1041
SING GASOIL BALMO SWAP - NEW YORK MERCAN | 022A22     | 25
NYMEX HEATING OIL/RDAM GASOIL - NEW YORK | 02265U     | 7733
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 96308
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 610807
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 98605
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 345
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 87401
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 828
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 3257
GASOIL (ICE) SWAP - NEW YORK MERCANTILE  | 02265V     | 590
SING GASOIL BALMO SWAP - NEW YORK MERCAN | 022A22     | 0
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 1040
NYMEX HEATING OIL/RDAM GASOIL - NEW YORK | 02265U     | 7358
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 0
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 612065
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 92921
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 97343
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 345
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 82563
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 678
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 3081
NYMEX HEATING OIL/RDAM GASOIL - NEW YORK | 02265U     | 5558
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 0
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 1115
GASOIL (ICE) SWAP - NEW YORK MERCANTILE  | 02265V     | 612
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 95538
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 86997
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 591564
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 345
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 80253
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 278
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 2595
SING GASOIL BALMO SWAP - NEW YORK MERCAN | 022A22     | 0
GASOIL (ICE) SWAP - NEW YORK MERCANTILE  | 02265V     | 680
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 0
NYMEX HEATING OIL/RDAM GASOIL - NEW YORK | 02265U     | 4836
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 1126
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 135753
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 76544
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 565383
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 380
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 80865
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 606
JET CIF NWE/GASOIL FUT - NEW YORK MERCAN | 86465D     | 0
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 3505
SING GASOIL BALMO SWAP - NEW YORK MERCAN | 022A22     | 0
GASOIL (ICE) SWAP - NEW YORK MERCANTILE  | 02265V     | 621
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 851
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 0
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 581618
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 138012
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 78088
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 380
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 66912
JET CIF NWE/GASOIL FUT - NEW YORK MERCAN | 86465D     | 0
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 906
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 3566
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 851
GASOIL (ICE) SWAP - NEW YORK MERCANTILE  | 02265V     | 618
SING GASOIL BALMO SWAP - NEW YORK MERCAN | 022A22     | 0
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 0
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 116193
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 567159
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 77392
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 380
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 64081
JET CIF NWE/GASOIL FUT - NEW YORK MERCAN | 86465D     | 0
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 906
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 3686
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 0
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 851
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 113866
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 76996
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 574607
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 380
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 71910
JET CIF NWE/GASOIL FUT - NEW YORK MERCAN | 86465D     | 0
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 906
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 3860
GASOIL (ICE) SWAP - NEW YORK MERCANTILE  | 02265V     | 660
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 225
SING GASOIL BALMO SWAP - NEW YORK MERCAN | 022A22     | 50
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 1371
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 153645
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 88479
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 599666
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 415
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 74528
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 1734
JET CIF NWE/GASOIL FUT - NEW YORK MERCAN | 86465D     | 234
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 7099
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 1621
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 225
SING GASOIL BALMO SWAP - NEW YORK MERCAN | 022A22     | 50
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 138603
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 552720
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 88567
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 415
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 89386
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 1734
JET CIF NWE/GASOIL FUT - NEW YORK MERCAN | 86465D     | 239
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 7270
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 225
SING GASOIL BALMO SWAP - NEW YORK MERCAN | 022A22     | 0
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 1571
NATURAL GAS ICE HENRY HUB - ICE OTC      | 023391     | 516311
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 90030
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 128923
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 415
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 92245
JET CIF NWE/GASOIL FUT - NEW YORK MERCAN | 86465D     | 230
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 2484
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 7492
SING GASOIL BALMO SWAP - NEW YORK MERCAN | 022A22     | 0
SING GASOIL SWAP - NEW YORK MERCANTILE E | 02265J     | 996
SING GASOIL/RDAM GASOIL SWAP - NEW YORK  | 02265T     | 225
HENRY HUB PENULTIMATE GAS SWAP - NEW YOR | 03565C     | 128974
NATURAL GAS - NEW YORK MERCANTILE EXCHAN | 023651     | 82285
MT BELV NAT GASOLINE 5 DEC SWP - NEW YOR | 06665R     | 0
GASOLINE BLENDSTOCK (RBOB) - NEW YORK ME | 111659     | 87887
SING JET KERO GASOIL SPR SWAP - NEW YORK | 86465C     | 2484
JET CIF NWE/GASOIL FUT - NEW YORK MERCAN | 86465D     | 230
GASOIL CRACK SPR SWAP - NEW YORK MERCANT | 86765C     | 7355
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 210895
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 14253
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 308
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 1040
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 126546
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1471310
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 9166
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 15410
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 96170
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 208688
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 1525
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 995
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 118633
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 86701
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 13181
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1403982
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 202612
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 9166
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 1560
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 1695
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 132209
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
ONEOK GAS TRANSPORTATION BASIS - ICE FUT | 0233BF     | 899
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 9135
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 17493
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1359347
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 160314
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 214819
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 1785
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 1410
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 114146
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1406700
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 136333
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 218245
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 9507
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 14835
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 900
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 1090
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 101124
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1378093
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 13599
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 14951
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 136291
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 238204
ONEOK GAS TRANSPORTATION BASIS - ICE FUT | 0233BF     | 526
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 1094
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 1157
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 85411
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 13569
ONEOK GAS TRANSPORTATION BASIS - ICE FUT | 0233BF     | 371
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 165562
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1252871
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 12609
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 252417
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 1204
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 817
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 72758
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 141780
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1351074
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 5095
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 266500
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 13436
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 434
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 827
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 75351
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 124238
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 12456
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 4855
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1377621
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 260019
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 311
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 850
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 79580
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 100049
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 4855
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1424105
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 256768
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 12115
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 980
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 2226
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 91020
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1386794
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 270233
ONEOK GAS TRANSPORTATION BASIS - ICE FUT | 0233BF     | 673
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 98066
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 11887
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 3715
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 1010
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 2211
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 88040
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 3715
ONEOK GAS TRANSPORTATION BASIS - ICE FUT | 0233BF     | 673
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1394220
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 30078
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 166030
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 280113
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 2138
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 875
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 86260
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 354
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 690
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 107307
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 1050
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 133313
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1320097
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 231380
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 897
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 10857
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 690
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 374
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 111381
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 141896
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1312315
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 680
NAT GAS NYME - NEW YORK MERCANTILE EXCHA | 023651     | 216935
HENRY HUB PENULTIMATE NAT GAS - NEW YORK | 03565C     | 10911
NAT GASLNE OPIS MT B NONTET FP - ICE FUT | 06641A     | 353
MT BELV NAT GASOLINE OPIS - NEW YORK MER | 06665R     | 740
GULF COAST CBOB GAS A2 PL RBOB - NEW YOR | 111A34     | 0
GASOLINE RBOB - NEW YORK MERCANTILE EXCH | 111659     | 118782
NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV | 023391     | 1497941
NAT GAS ICE PEN - ICE FUTURES ENERGY DIV | 023392     | 144226
NAT GAS LD1 for GDD -TEXOK - ICE FUTURES | 0233AT     | 1114
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23438
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22452
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 46884
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 25241
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 43370
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 29046
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 16703
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 55560
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17310
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 47698
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 28966
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 29121
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 13057
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 48846
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 50606
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 28593
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 19960
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 27570
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 19384
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 49347
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 55191
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 18943
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 26802
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 27367
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 23491
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 53488
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 21437
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 25737
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 54894
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9856
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24469
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 53046
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 13093
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24485
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 44606
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 23301
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24376
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 16628
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 40500
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 15020
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23373
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 43510
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 47744
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 27297
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22388
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 35133
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 20647
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 43954
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23058
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 57590
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 31361
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 41707
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 13960
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22355
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22936
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 14102
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 43999
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 15127
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 42889
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23453
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24142
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 19081
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 45606
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24546
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 51953
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 23470
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17007
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24084
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 57002
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24781
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 64131
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 18897
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24364
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 27627
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 66601
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 24687
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 61617
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24232
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24186
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 14899
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 54216
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24014
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17700
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 58154
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 18615
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24282
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24447
NANO BITCOIN PERP STYLE - COINBASE DERIV | 133LM4     | 8325
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 24747
Nano Bitcoin - COINBASE DERIVATIVES, LLC | 133LM1     | 49225
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17785
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23851
Nano Bitcoin - COINBASE DERIVATIVES, LLC | 133LM1     | 47754
NANO BITCOIN PERP STYLE - COINBASE DERIV | 133LM4     | 17982
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23039
NANO BITCOIN PERP STYLE - COINBASE DERIV | 133LM4     | 27607
Nano Bitcoin - COINBASE DERIVATIVES, LLC | 133LM1     | 49377
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 25104
Nano Bitcoin - COINBASE DERIVATIVES, LLC | 133LM1     | 48616
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 29433
NANO BITCOIN PERP STYLE - COINBASE DERIV | 133LM4     | 28832
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23064
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 27601
NANO BITCOIN PERP STYLE - COINBASE DERIV | 133LM4     | 33045
Nano Bitcoin - COINBASE DERIVATIVES, LLC | 133LM1     | 48918
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22793
NANO BITCOIN PERP STYLE - COINBASE DERIV | 133LM4     | 45686
